498,杭州临江花园,滨江区,120.1453573,30.1860638
506,钱江湾花园,滨江区,120.1320791,30.17825719
507,航宇·美政花苑,上城区,120.1702511,30.21124241
508,通策·和睦院,拱墅区,120.126539,30.30775947
509,滨江·钱塘春晓花园,滨江区,120.2152885,30.20624362
513,贺田·尚城,滨江区,120.1355993,30.1821361
514,昆仑·绿洲之馨,下城区,120.1752558,30.28168196
519,世纪新城,西湖区,120.113123,30.28357861
520,野风·现代家园,下城区,120.1805608,30.28313192
521,同方·超级星期天,滨江区,120.1368734,30.17985081
523,通和·都市枫林公寓,下城区,120.1825744,30.33984065
525,四季星座大厦,上城区,120.1977514,30.23896915
528,都城·东河春晓,下城区,120.1794717,30.27138744
530,协安·清水公寓,拱墅区,120.1522844,30.29369712
534,广利佳苑,江干区,120.1915074,30.29596495
536,通策广场,滨江区,120.1636168,30.18575313
539,银色港湾,滨江区,120.1567916,30.18679127
540,中兴·景城花园,西湖区,120.1272534,30.27861044
543,元华·旺座中心,江干区,120.2072854,30.26127296
544,野风·现代置业大厦,下城区,120.1794623,30.28299283
545,远东·新月公寓,拱墅区,120.1503796,30.28415819
546,东方金座,上城区,120.1684749,30.25275536
547,华龙·碧水豪园,滨江区,120.1488625,30.18350849
552,钱江·彩虹城,滨江区,120.1554788,30.18931967
553,三华·天运花园,江干区,120.201942,30.28334847
555,滨江·庆春大厦,江干区,120.1913777,30.25798515
556,通策·钱江时代公寓,上城区,120.2064645,30.23448503
564,六合·天寓,滨江区,120.1532636,30.18698347
565,平安居,下城区,120.1683561,30.26717606
568,浅水湾城市花园,拱墅区,120.1491612,30.28628474
569,华府·祥和人家,下城区,120.183695,30.33626749
570,金泰·蓝色霞湾,拱墅区,120.1537078,30.29541551
571,滨江·金色家园,上城区,120.1844465,30.22153532
573,湖墅嘉园,拱墅区,120.1408322,30.30221261
574,西子铭苑,下城区,120.1586197,30.26903931
575,商宇·清怡花苑,上城区,120.1608579,30.20568322
577,龙生·南肖埠庆春苑,江干区,120.1919335,30.25946993
580,坤和·山水人家彩云天,西湖区,120.1091992,30.27016823
582,华元·十六街区商城,下沙区,120.3520422,30.3098396
583,中豪·晴园,西湖区,120.1329816,30.28767392
584,温兴·风情苑,滨江区,120.2288737,30.19183374
585,华龙·商务大厦,拱墅区,120.150404,30.28037775
588,金狮苑,上城区,120.1736394,30.23619812
589,万科·逸天广场,滨江区,120.1375738,30.17508745
590,拱宸新苑,拱墅区,120.1436287,30.32352175
593,锦绣天地·杭州国际商务中心,下城区,120.1577222,30.26275998
597,广厦·绿洲花园,下城区,120.1714487,30.27941827
598,天河西苑,西湖区,120.1046168,30.2888522
600,同人·春江时代花园,滨江区,120.1909004,30.20401114
601,泰地·万新大厦,上城区,120.169792,30.24546117
603,广利大厦,下城区,120.1710893,30.25825578
604,西房·锦绣江南,滨江区,120.1854615,30.20161041
606,晨光绿苑,江干区,120.2681852,30.31159515
609,顺发·倾城之恋花园,滨江区,120.2094801,30.20046983
610,风雅钱塘世纪花园,滨江区,120.2070246,30.20202299
611,三墩颐景园,西湖区,120.0799667,30.33168617
613,大世界五金城,江干区,120.2233532,30.32395906
614,水岸帝景公寓,江干区,120.2245903,30.25446648
616,南北·兰韵天城,西湖区,120.0866438,30.33033749
618,龙禧·硅谷广场,滨江区,120.1534849,30.184578
619,华元·梦琴湾,下沙区,120.3898815,30.29758719
621,迪尚商务中心,拱墅区,120.1483216,30.29070707
622,绿城·百合公寓,江干区,120.1956463,30.2943085
626,耀江·文鼎苑,西湖区,120.0965091,30.29593785
628,杭州湾·文菁花苑,西湖区,120.1248918,30.28869414
630,广景苑,江干区,120.2050635,30.26626668
634,钱塘·沁园雅舍,江干区,120.1920732,30.28512085
635,钱塘·沁园,江干区,120.1920732,30.28512085
636,杭房·仙林福座,下城区,120.1701863,30.26019634
637,钱塘雅苑,上城区,120.1726799,30.21482852
638,天元公寓,下沙区,120.3642209,30.30109825
641,联合·世纪新筑,拱墅区,120.1329938,30.30329791
642,广厦·水岸城市花园,上城区,120.1857501,30.25376897
643,美都广场,拱墅区,120.1339159,30.29982411
644,南肖埠·北景东苑,江干区,120.1984121,30.26288606
645,神州·白云大厦,江干区,120.1870619,30.28475949
647,润和·紫庭花园,下城区,120.1781094,30.28880864
648,国都·枫华府第,西湖区,120.127507,30.28120778
650,南肖埠·御景苑,江干区,120.1973618,30.25923864
651,景园·香槟之约,拱墅区,120.1085153,30.32361614
652,观邸国际寓所,滨江区,120.1343671,30.1805897
654,大名空间商务大厦,上城区,120.1756887,30.21544248
656,商宇·青春都市公寓,江干区,120.1995758,30.25990274
660,平海·国际商务大厦,上城区,120.1767316,30.25333507
663,世纪·梧桐公寓,西湖区,120.1295474,30.28718537
665,倚天·盛世钱塘花园,江干区,120.2180104,30.25082282
673,郡原·九树公寓,之江区,120.1159464,30.18692278
674,方易·西鉴枫景,西湖区,120.1057516,30.26987707
676,中冠·现代印象广场,滨江区,120.17106,30.18421562
680,阳光华城,下沙区,120.3741552,30.30774506
681,盛德欣苑,拱墅区,120.1540707,30.29354727
683,盛元·慧谷,滨江区,120.1639367,30.19145918
684,越都大厦,下城区,120.1657493,30.28092552
686,协安·景上公寓,拱墅区,120.1387406,30.30392549
687,凤凰城,上城区,120.1763746,30.21719541
693,中庆·好望角,上城区,120.1588918,30.20498253
694,长兴苑,滨江区,120.1835319,30.18081864
696,润和·亿城嘉园,下城区,120.2032556,30.33937047
697,紫园,江干区,120.1900008,30.26170726
698,昆仑·红苹果家园,江干区,120.2841918,30.30253379
699,元茂大厦,西湖区,120.117981,30.28168333
702,美达·浅草名苑,江干区,120.2184174,30.31288906
703,远境·浮力森林苑,滨江区,120.1512727,30.16016578
706,金基·晓庐,江干区,120.218169,30.25825284
707,宋都·水湘苑,江干区,120.2086154,30.26910738
709,天阳·美林湾,拱墅区,120.0987381,30.32175281
710,发展·今日嘉园,西湖区,120.1332955,30.28936425
711,华都·兰庭公寓,西湖区,120.1397495,30.28368431
712,方正·信步闲庭,拱墅区,120.1356861,30.32736514
714,欣盛·东方润园,江干区,120.2213387,30.25355614
715,三墩美都公寓,西湖区,120.0891537,30.32625917
717,中联大厦,拱墅区,120.14789,30.28432507
718,西子·银马公寓,西湖区,120.1356879,30.28795312
719,嘉业·海华花园,下城区,120.1799571,30.27242981
721,瑞立·中央花城,滨江区,120.2159318,30.20041746
723,华润·西子大厦,下城区,120.1694937,30.26940688
724,紫晶商务城,江干区,120.1905007,30.25793225
727,耀华·湖滨阁,下城区,120.1587237,30.26554169
731,耀江·环球中心,下城区,120.1650571,30.27573594
732,东坡文物大楼,上城区,120.1630952,30.25580243
733,候潮公寓,上城区,120.173906,30.22442958
736,华业·南岸晶都,滨江区,120.1958984,30.1787509
737,万科·魅力之城,江干区,120.2563195,30.31885939
738,凯喜雅大厦,下城区,120.1763173,30.26942214
740,之江铭楼,下沙区,120.3374272,30.31232244
741,兴盛花园,滨江区,120.2180422,30.21186393
742,清泰南苑,上城区,120.1865931,30.24501174
743,滨江·万家花城,拱墅区,120.1138235,30.30153933
744,三塘樱园,下城区,120.1685255,30.31028211
745,西港发展中心,西湖区,120.0677254,30.31352925
746,香溢德信·银树湾,拱墅区,120.1325594,30.32690798
747,元丰·钛合国际,下城区,120.1692673,30.28253081
751,四季名门城市公寓,下沙区,120.3514281,30.30440363
755,钱塘·蓝鲸国际,江干区,120.2206467,30.2496094
756,易构大厦,拱墅区,120.1225607,30.32578889
758,坤和·亲亲家园,拱墅区,120.0866334,30.33477858
760,西湖8号公馆,上城区,120.1639478,30.23809167
764,绿城·新绿园公寓,上城区,120.1916178,30.22395625
765,绿城·留庄,西湖区,120.0858318,30.26085807
767,名城·左邻右舍,江干区,120.2800682,30.30548578
768,华元·芳满庭,拱墅区,120.1091695,30.29435711
769,万均·九月庭院,江干区,120.2857222,30.30397459
772,天元·西溪锋尚苑,西湖区,120.090923,30.27449736
773,龙生·钱塘名都,上城区,120.2017362,30.23775743
774,万科·西溪蝶园,西湖区,120.0627056,30.28882254
775,浙欧·尊宝大厦,江干区,120.2073386,30.23937163
777,财富金融中心,江干区,120.1985153,30.23844373
779,金瑞·风景大院,拱墅区,120.1323269,30.32280657
781,钱江国际商务中心,上城区,120.1755441,30.21585495
784,公元·沐桥公寓,之江区,120.101961,30.17278618
785,元都·新景公寓,下城区,120.2041682,30.34347781
787,昆仑·橡树园,拱墅区,120.1084788,30.29868912
791,万科·金色城品,上城区,120.1734341,30.24543523
793,嘉绿景苑东园,西湖区,120.1158081,30.28107722
795,金钗袋巷小区,上城区,120.1733925,30.23657641
797,绿城·蔚蓝公寓,江干区,120.2010802,30.26401723
800,佳苑·紫金港湾,西湖区,120.084031,30.32937245
802,天阳·上河湾,拱墅区,120.1309529,30.31217263
804,华鸿·汇盛德堡公寓,江干区,120.2608319,30.31147939
805,华联·星光国际广场,滨江区,120.2080935,30.20854895
807,银爵世纪公寓,滨江区,120.1468777,30.17052529
808,滨江·新城时代广场,江干区,120.2072915,30.26714821
810,华成·国际发展大厦,江干区,120.199102,30.23315612
811,迪凯国际中心,江干区,120.2165888,30.2470888
812,金盛·浦沿公寓,滨江区,120.15241,30.1570949
814,耀华·湖滨阁,下城区,120.157844,30.26569049
819,白马尊邸,西湖区,120.0788213,30.33374516
820,宏程国际大厦,江干区,120.2168045,30.24640343
821,水澄大厦,上城区,120.1557816,30.2053122
824,汇隆·风林公寓,江干区,120.2643602,30.30324159
825,德信·金泊林公寓,江干区,120.2822246,30.30296265
827,云龙·十一景名邸,下城区,120.1811166,30.25895894
828,绿城·玉兰公寓,江干区,120.2023628,30.29459091
831,野风·现代景苑,下城区,120.1708696,30.29328994
